Postcode	Description	Grid Reference	X (easting)	Y (northing)	Latitude	Longitude
B69 1HE	B69 1HE	SO 98041 88856	398041	288856	52.497606	-2.0302853
B70 0PU	B70 0PU	SO 99318 93138	399318	293138	52.536104	-2.0114854
NW1 0PE	NW1 0PE	TQ 29689 83612	529689	183612	51.536522	-0.13150421
WS2 9XH	WS2 9XH	SO 99932 98258	399932	298258	52.582132	-2.0024361
SW15 3SW	SW15 3SW	TQ 24219 74097	524219	174097	51.452239	-0.2136758
SW11 2LN	SW11 2LN	TQ 27342 75496	527342	175496	51.464118	-0.16825182
L35 5DR	L35 5DR	SJ 47861 91845	347861	391845	53.420813	-2.7860133
OL6 6NG	OL6 6NG	SJ 94175 99131	394175	399131	53.488857	-2.0892581
SO30 4FQ	SO30 4FQ	SU 49320 12986	449320	112986	50.914239	-1.2998122
L35 2YZ	L35 2YZ	SJ 47888 91469	347888	391469	53.417436	-2.7855448
LS1 3EX	LS1 3EX	SE 29621 33998	429621	433998	53.801445	-1.5517436
LS9 7TF	LS9 7TF	SE 31768 34663	431768	434663	53.807296	-1.5190784
B19 2JA	B19 2JA	SP 06580 88901	406580	288901	52.497976	-1.9045052
M30 0BL	M30 0BL	SJ 77693 98732	377693	398732	53.484827	-2.3376296
SE1 3ER	SE1 3ER	TQ 33061 79619	533061	179619	51.499855	-0.084420916
M30 0BL	M30 0BL	SJ 77693 98732	377693	398732	53.484827	-2.3376296
B70 7AW	B70 7AW	SP 00210 90865	400210	290865	52.51567	-1.9983354
PE21 9QS	PE21 9QS	TF 33685 45596	533685	345596	52.991023	-0.0097936295
LN2 5QY	LN2 5QY	SK 99010 71619	499010	371619	53.232388	-0.51814791
WA7 5HQ	WA7 5HQ	SJ 52267 81470	352267	381470	53.327981	-2.7181503
NE45 5LG	NE45 5LG	NY 99287 64367	399287	564367	54.973916	-2.0126703
CM23 5JH	CM23 5JH	TL 49833 20795	549833	220795	51.865619	0.17469071
BD1 3ND	BD1 3ND	SE 16356 33229	416356	433229	53.795117	-1.7531847
CV1 4AE	CV1 4AE	SP 33218 79399	433218	279399	52.41159	-1.5130765
AL6 9PW	AL6 9PW	TL 22564 15864	522564	215864	51.827957	-0.22286745
MK40 4AW	MK40 4AW	TL 01856 49942	501856	249942	52.138396	-0.51313645
GL16 8RH	GL16 8RH	SO 57673 10452	357673	210452	51.79111	-2.6150924
RH4 2AA	RH4 2AA	TQ 16503 48734	516503	148734	51.225918	-0.33295937
E1 4AH	E1 4AH	TQ 35579 82172	535579	182172	51.522199	-0.047186417
KT19 8PB	KT19 8PB	TQ 18390 61664	518390	161664	51.341743	-0.30166742
KT8 2LU	KT8 2LU	TQ 13317 67757	513317	167757	51.39754	-0.37252757
RH4 2AA	RH4 2AA	TQ 16503 48734	516503	148734	51.225918	-0.33295937
E8 4SA	E8 4SA	TQ 34906 83807	534906	183807	51.537053	-0.056255169
SO51 7ZA	SO51 7ZA	SU 36452 21535	436452	121535	50.992065	-1.481992
UB10 9JN	UB10 9JN	TQ 07470 83739	507470	183739	51.542326	-0.45168587
RG30 4EJ	RG30 4EJ	SU 68565 72697	468565	172697	51.449117	-1.0147198
SW6 4UL	SW6 4UL	TQ 25170 76517	525170	176517	51.473778	-0.19914064
CR4 1BP	CR4 1BP	TQ 29866 68628	529866	168628	51.401824	-0.1344544
SW20 8DA	SW20 8DA	TQ 24493 69392	524493	169392	51.409894	-0.21138666
NE29 6XP	NE29 6XP	NZ 34836 67207	434836	567207	54.998227	-1.45699
IP12 1EP	IP12 1EP	TM 27508 49444	627508	249444	52.096532	1.3200924
IP14 1SZ	IP14 1SZ	TM 03475 59387	603475	259387	52.195156	0.97571262
IP9 1ND	IP9 1ND	TM 23319 34861	623319	234861	51.967338	1.2495305
IP23 7BH	IP23 7BH	TM 14097 74104	614097	274104	52.32325	1.1402075
IP11 7HJ	IP11 7HJ	TM 30645 34796	630645	234796	51.963766	1.3559398
IP3 9GJ	IP3 9GJ	TM 19514 41367	619514	241367	52.027254	1.1983967
IP4 4ER	IP4 4ER	TM 17968 45162	617968	245162	52.061931	1.1783164
IP15 5ES	IP15 5ES	TM 46000 56522	646000	256522	52.152137	1.5946267
RM16 3EU	RM16 3EU	TQ 64275 81665	564275	181665	51.510035	0.3658493
RM16 3EU	RM16 3EU	TQ 64275 81665	564275	181665	51.510035	0.3658493
BD9 6DP	BD9 6DP	SE 12915 34844	412915	434844	53.809728	-1.8053542
SE1 3ER	SE1 3ER	TQ 33061 79619	533061	179619	51.499855	-0.084420916
WD17 3EW	WD17 3EW	TQ 10484 96779	510484	196779	51.658946	-0.40413896
OL11 1DN	OL11 1DN	SD 89893 12796	389893	412796	53.611617	-2.1542393
IP7 5DN	IP7 5DN	TM 02632 42413	602632	242413	52.043065	0.95329873
IP3 9QJ	IP3 9QJ	TM 19561 41724	619561	241724	52.030441	1.1993095
IP13 7SF	IP13 7SF	TM 23698 63473	623698	263473	52.224005	1.2738022
S40 3HW	S40 3HW	SK 37320 69564	437320	369564	53.221822	-1.4425039
BL9 0SN	BL9 0SN	SD 80309 10445	380309	410445	53.590211	-2.298949
L20 5BW	L20 5BW	SJ 34166 95701	334166	395701	53.453933	-2.9928625
L20 5BW	L20 5BW	SJ 34166 95701	334166	395701	53.453933	-2.9928625
WS2 9XH	WS2 9XH	SO 99932 98258	399932	298258	52.582132	-2.0024361
S40 3HW	S40 3HW	SK 37320 69564	437320	369564	53.221822	-1.4425039
DE23 8NQ	DE23 8NQ	SK 35391 34324	435391	334324	52.905192	-1.4752555
RH15 9QU	RH15 9QU	TQ 30750 18966	530750	118966	50.9553	-0.1398055
TN24 0GP	TN24 0GP	TR 02413 40620	602413	140620	51.12908	0.89145503
TN24 0GP	TN24 0GP	TR 02413 40620	602413	140620	51.12908	0.89145503
TN24 0GP	TN24 0GP	TR 02413 40620	602413	140620	51.12908	0.89145503
SE9 5DQ	SE9 5DQ	TQ 42804 74329	542804	174329	51.449946	0.053713664
BL4 0JR	BL4 0JR	SD 71598 06507	371598	406507	53.554415	-2.430185
NG21 0HJ	NG21 0HJ	SK 57428 59559	457428	359559	53.130109	-1.1431634
TN24 0GP	TN24 0GP	TR 02413 40620	602413	140620	51.12908	0.89145503
RH1 1EB	RH1 1EB	TQ 27441 50607	527441	150607	51.240416	-0.17573364
RH10 4HY	RH10 4HY	TQ 34630 37676	534630	137676	51.122557	-0.077649224
RH16 4BN	RH16 4BN	TQ 32288 24014	532288	124014	51.000318	-0.11608536
RH1 1EB	RH1 1EB	TQ 27441 50607	527441	150607	51.240416	-0.17573364
ST3 1SQ	ST3 1SQ	SJ 91598 43602	391598	343602	52.989684	-2.1266117
WA9 3DA	WA9 3DA	SJ 52306 93983	352306	393983	53.44045	-2.719459
L35 5DR	L35 5DR	SJ 47861 91845	347861	391845	53.420813	-2.7860133
SE1 7EH	SE1 7EH	TQ 30620 79339	530620	179339	51.497908	-0.1196707
GL50 4DP	GL50 4DP	SO 94490 23133	394490	223133	51.906706	-2.0814998
SY1 4RQ	SY1 4RQ	SJ 51488 14670	351488	314670	52.727485	-2.7197761
SY1 3AB	SY1 3AB	SJ 50228 16665	350228	316665	52.745303	-2.738735
SE1 3ER	SE1 3ER	TQ 33061 79619	533061	179619	51.499855	-0.084420916
CB23 6EA	CB23 6EA	TL 31399 60061	531399	260061	52.223089	-0.077782028
PE15 0UG	PE15 0UG	TL 39651 91091	539651	291091	52.499847	0.055845261
PE2 6LR	PE2 6LR	TL 14055 96166	514055	296166	52.551399	-0.3192875
DN21 2TJ	DN21 2TJ	SK 80849 91251	480849	391251	53.411885	-0.78515134
CV10 7QL	CV10 7QL	SP 35479 90572	435479	290572	52.511889	-1.4786536
NG8 6PY	NG8 6PY	SK 51250 42951	451250	342951	52.98146	-1.2381242
DE24 8PU	DE24 8PU	SK 36465 35351	436465	335351	52.914352	-1.4591732
ST4 8GB	ST4 8GB	SJ 88873 41467	388873	341467	52.970442	-2.1671312
BB1 2FD	BB1 2FD	SD 70033 26409	370033	426409	53.733204	-2.4557325
DE21 6LA	DE21 6LA	SK 38237 36968	438237	336968	52.928764	-1.4326332
M8 9NT	M8 9NT	SD 84180 01742	384180	401742	53.512118	-2.240026
DE23 3TX	DE23 3TX	SK 31604 32813	431604	332813	52.891845	-1.5317044
B66 1JE	B66 1JE	SP 00966 89361	400966	289361	52.502149	-1.9871988
CB11 3HY	CB11 3HY	TL 54914 38529	554914	238529	52.023552	0.2564072
HA0 4UZ	HA0 4UZ	TQ 17501 84784	517501	184784	51.549721	-0.30675617
IP23 7DD	IP23 7DD	TM 14155 74065	614155	274065	52.322877	1.1410324
B78 3NG	B78 3NG	SK 18805 02579	418805	302579	52.620655	-1.7236604
SE1 3ER	SE1 3ER	TQ 33061 79619	533061	179619	51.499855	-0.084420916
HG4 1HL	HG4 1HL	SE 31196 71574	431196	471574	54.139064	-1.5240002
ME12 3LT	ME12 3LT	TQ 94306 72206	594306	172206	51.415566	0.7928982
SL1 2BJ	SL1 2BJ	SU 97697 79429	497697	179429	51.505359	-0.59375747
ME10 4DT	ME10 4DT	TQ 90741 63060	590741	163060	51.334632	0.7367885
WF9 2RD	WF9 2RD	SE 46849 11219	446849	411219	53.595459	-1.2936225
NG1 6LD	NG1 6LD	SK 57025 40029	457025	340029	52.954615	-1.152634
CR0 8BH	CR0 8BH	TQ 36177 65823	536177	165823	51.375139	-0.044858652
SL1 3NY	SL1 3NY	SU 97276 80823	497276	180823	51.517962	-0.59943718
HG1 5AR	HG1 5AR	SE 30924 55693	430924	455693	53.996354	-1.5297778
NG8 6PY	NG8 6PY	SK 51250 42951	451250	342951	52.98146	-1.2381242
L20 3DL	L20 3DL	SJ 34329 95066	334329	395066	53.448247	-2.9902755
L20 3DL	L20 3DL	SJ 34329 95066	334329	395066	53.448247	-2.9902755
HG2 7SX	HG2 7SX	SE 31709 55414	431709	455414	53.993799	-1.5178329
HG2 7SX	HG2 7SX	SE 31709 55414	431709	455414	53.993799	-1.5178329
BS23 4YQ	BS23 4YQ	ST 31530 58643	331530	158643	51.322751	-2.9839789
DA1 1SA	DA1 1SA	TQ 54858 73864	554858	173864	51.442602	0.22684512
DA11 0DG	DA11 0DG	TQ 64493 74235	564493	174235	51.443222	0.36553111
NG22 8QB	NG22 8QB	SK 64806 60961	464806	360961	53.141866	-1.0326287
B15 3BU	B15 3BU	SP 05370 85935	405370	285935	52.471325	-1.9223754
WF17 5PW	WF17 5PW	SE 24732 23898	424732	423898	53.710922	-1.6267768
BS37 5DW	BS37 5DW	ST 70693 82948	370693	182948	51.54466	-2.4240089
NG21 0RB	NG21 0RB	SK 59067 56316	459067	356316	53.100783	-1.1192666
ST16 3SR	ST16 3SR	SJ 92744 23677	392744	323677	52.810589	-2.1090882
IP3 8LY	IP3 8LY	TM 19284 44194	619284	244194	52.052722	1.1968612
IP3 0NA	IP3 0NA	TM 17035 42373	617035	242373	52.03726	1.1629584
DE1 1JX	DE1 1JX	SK 34938 36094	434938	336094	52.921132	-1.4818006
DY5 1RU	DY5 1RU	SO 92092 87093	392092	287093	52.481701	-2.1178714
CT9 5DD	CT9 5DD	TR 33774 70053	633774	170053	51.381356	1.3581057
KT5 9AL	KT5 9AL	TQ 18887 66658	518887	166658	51.386524	-0.29286728
SE1 3ER	SE1 3ER	TQ 33061 79619	533061	179619	51.499855	-0.084420916
BR3 5HS	BR3 5HS	TQ 38895 69590	538895	169590	51.408332	-0.0043603308
SE3 9UD	SE3 9UD	TQ 39466 75742	539466	175742	51.463474	0.0062649517
BR6 7RG	BR6 7RG	TQ 48457 64302	548457	164302	51.358397	0.13081456
CR9 8AB	CR9 8AB	TQ 35356 66598	535356	166598	51.382299	-0.056352092
GL4 4BL	GL4 4BL	SO 86021 15899	386021	215899	51.841517	-2.2043084
CR4 2PF	CR4 2PF	TQ 27889 68934	527889	168934	51.405023	-0.16274943
IG1 2DR	IG1 2DR	TQ 43632 86344	543632	186344	51.557698	0.070509535
LS10 4UZ	LS10 4UZ	SE 30925 28041	430925	428041	53.74783	-1.5325405
LS19 7JN	LS19 7JN	SE 20832 41204	420832	441204	53.866635	-1.6846993
DN14 5RL	DN14 5RL	SE 74537 22736	474537	422736	53.695756	-0.87259482
NE12 8EU	NE12 8EU	NZ 26687 69426	426687	569426	55.018668	-1.5841616
NE12 8EU	NE12 8EU	NZ 26687 69426	426687	569426	55.018668	-1.5841616
HG2 7SX	HG2 7SX	SE 31709 55414	431709	455414	53.993799	-1.5178329
NG21 0HJ	NG21 0HJ	SK 57428 59559	457428	359559	53.130109	-1.1431634
LS11 8LH	LS11 8LH	postcode not found
E8 3SG	E8 3SG	TQ 34879 83972	534879	183972	51.538542	-0.056581065
RM11 3SD	RM11 3SD	TQ 54191 87301	554191	187301	51.563512	0.22312424
GL7 1EH	GL7 1EH	SP 02578 01633	402578	201633	51.713423	-1.9640862
SK4 1LW	SK4 1LW	SJ 89066 90648	389066	390648	53.412526	-2.1659584
NE34 0PL	NE34 0PL	NZ 36591 64288	436591	564288	54.971872	-1.4299296
DT4 7TB	DT4 7TB	SY 68188 80247	368188	80247	50.621054	-2.4510543
NE34 0PL	NE34 0PL	NZ 36591 64288	436591	564288	54.971872	-1.4299296
BN2 5FL	BN2 5FL	TQ 33412 04583	533412	104583	50.825424	-0.1071743
OL1 1NL	OL1 1NL	SD 92353 05239	392353	405239	53.543734	-2.116869
SO31 7DQ	SO31 7DQ	SU 51208 08254	451208	108254	50.871526	-1.2736203
BH15 2JB	BH15 2JB	SZ 01994 91374	401994	91374	50.721987	-1.9731169
LS16 8EB	LS16 8EB	SE 28177 39692	428177	439692	53.852701	-1.5731477
CV23 8SY	CV23 8SY	SP 51161 70033	451161	270033	52.326015	-1.2507358
SO31 7HD	SO31 7HD	SU 50576 09504	450576	109504	50.882821	-1.2824287
BS16 7AA	BS16 7AA	ST 66554 76609	366554	176609	51.487434	-2.4830887
NG9 8GU	NG9 8GU	SK 48843 38426	448843	338426	52.941012	-1.2746519
NG34 7TY	NG34 7TY	TF 05887 45307	505887	345307	52.994635	-0.42383248
TW13 4ND	TW13 4ND	TQ 08931 72554	508931	172554	51.441515	-0.43407506
UB7 0FX	UB7 0FX	TQ 05342 77200	505342	177200	51.483953	-0.4843116
NE61 6DE	NE61 6DE	NZ 21917 80556	421917	580556	55.118913	-1.6579091
M90 5PD	M90 5PD	SJ 80954 85064	380954	385064	53.362102	-2.2876566
NR1 1DL	NR1 1DL	TG 24509 08040	624509	308040	52.62367	1.3155576
S17 3ES	S17 3ES	SK 30887 82040	430887	382040	53.334373	-1.5376413
EX4 8NA	EX4 8NA	SX 94452 94009	294452	94009	50.736072	-3.4970696
DL5 6JB	DL5 6JB	NZ 29052 25394	429052	525394	54.622859	-1.5515779
RH10 3HZ	RH10 3HZ	TQ 32786 40731	532786	140731	51.150443	-0.10285754
OX5 1RE	OX5 1RE	SP 47524 14531	447524	214531	51.827383	-1.3118101
OL1 1QN	OL1 1QN	SD 92769 04994	392769	404994	53.541538	-2.1105855
OL16 1QU	OL16 1QU	SD 89754 13194	389754	413194	53.615191	-2.1563535
BH7 7DW	BH7 7DW	SZ 12760 94224	412760	94224	50.747482	-1.8205054
LA1 4RP	LA1 4RP	SD 47775 61064	347775	461064	54.042889	-2.7990215
WS11 1DJ	WS11 1DJ	SJ 98422 10103	398422	310103	52.688613	-2.0247819
RH1 1EB	RH1 1EB	TQ 27441 50607	527441	150607	51.240416	-0.17573364
PR2 9NZ	PR2 9NZ	SD 54821 33215	354821	433215	53.793273	-2.6873066
CR7 7JH	CR7 7JH	TQ 32038 68185	532038	168185	51.397342	-0.10341297
PL31 2QN	PL31 2QN	SX 05516 67145	205516	67145	50.471789	-4.7421018
SE1 3ER	SE1 3ER	TQ 33061 79619	533061	179619	51.499855	-0.084420916
WA2 8WA	WA2 8WA	SJ 59669 92568	359669	392568	53.428349	-2.6084411
IP4 4ER	IP4 4ER	TM 17968 45162	617968	245162	52.061931	1.1783164
CT17 0HD	CT17 0HD	TR 30318 42033	630318	142033	51.131234	1.2905066
CT14 9UA	CT14 9UA	TR 36789 52152	636789	152152	51.219429	1.3894848
TN28 8JR	TN28 8JR	TR 06346 25021	606346	125021	50.987595	0.93869791
CT19 5BN	CT19 5BN	TR 22238 36639	622238	136639	51.085996	1.1718945
CT21 6BD	CT21 6BD	TR 16057 34495	616057	134495	51.069104	1.082496
GL11 5NE	GL11 5NE	SO 74913 00170	374913	200170	51.699708	-2.3643958
GL1 1PX	GL1 1PX	SO 83561 18238	383561	218238	51.862479	-2.2401268
GL1 1PX	GL1 1PX	SO 83561 18238	383561	218238	51.862479	-2.2401268
GL50 3EQ	GL50 3EQ	SO 93948 22570	393948	222570	51.901639	-2.0893682
GL53 0LA	GL53 0LA	SO 94162 20597	394162	220597	51.883902	-2.0862238
WN3 4NW	WN3 4NW	SD 59363 04428	359363	404428	53.534922	-2.6145853
DN32 7DD	DN32 7DD	TA 27610 10270	527610	410270	53.573516	-0.074294432
KT5 9AL	KT5 9AL	TQ 18887 66658	518887	166658	51.386524	-0.29286728
LU1 2SE	LU1 2SE	TL 09132 21084	509132	221084	51.877655	-0.41604882
TS10 3AN	TS10 3AN	NZ 60871 25103	460871	525103	54.617418	-1.0589008
TS6 6RX	TS6 6RX	NZ 53464 20827	453464	520827	54.579831	-1.1743649
TS13 4HW	TS13 4HW	NZ 72097 18199	472097	518199	54.55391	-0.88678701
HU3 4AE	HU3 4AE	TA 07341 27194	507341	427194	53.730105	-0.37441233
M6 8AQ	M6 8AQ	SJ 78796 99558	378796	399558	53.492297	-2.321064
WN7 2PJ	WN7 2PJ	SJ 66282 99870	366282	399870	53.494445	-2.5097071
EX2 8PF	EX2 8PF	SX 92320 89754	292320	89754	50.69743	-3.5260274
DA3 8ND	DA3 8ND	TQ 59242 66213	559242	166213	51.372648	0.28644052
NE33 1TL	NE33 1TL	NZ 36082 67760	436082	567760	55.003108	-1.4374446
GL1 5JJ	GL1 5JJ	SO 83388 17228	383388	217228	51.853393	-2.2425901
BB1 2FD	BB1 2FD	SD 70033 26409	370033	426409	53.733204	-2.4557325
NN8 4RW	NN8 4RW	SP 89041 68054	489041	268054	52.303398	-0.69556735
DH4 4RB	DH4 4RB	NZ 32328 52508	432328	552508	54.866312	-1.4978397
GU2 7XX	GU2 7XX	SU 97304 50015	497304	150015	51.241025	-0.60746234
NG31 6PZ	NG31 6PZ	SK 91590 35692	491590	335692	52.91086	-0.63948759
B4 6NH	B4 6NH	SP 07264 87478	407264	287478	52.485175	-1.8944604
GU2 7XX	GU2 7XX	SU 97304 50015	497304	150015	51.241025	-0.60746234
KT1 4DY	KT1 4DY	TQ 17406 69859	517406	169859	51.415601	-0.31308257
YO17 7NG	YO17 7NG	SE 78071 71914	478071	471914	54.137147	-0.80654993
YO12 7RF	YO12 7RF	TA 03798 89088	503798	489088	54.28689	-0.40699588
RM10 7UP	RM10 7UP	TQ 50159 85945	550159	185945	51.552415	0.16442113
PR2 9NZ	PR2 9NZ	SD 54821 33215	354821	433215	53.793273	-2.6873066
BR2 7EH	BR2 7EH	TQ 40018 66158	540018	166158	51.377216	0.010422993
CV31 2BB	CV31 2BB	SP 32127 65072	432127	265072	52.282857	-1.5304808
CV1 4FS	CV1 4FS	SP 33822 79789	433822	279789	52.415059	-1.5041579
BS21 6BS	BS21 6BS	ST 41299 71331	341299	171331	51.437919	-2.8459054
HU9 2BL	HU9 2BL	postcode not found
NG7 3DP	NG7 3DP	SK 55112 40627	455112	340627	52.960189	-1.1810041
NG24 4XG	NG24 4XG	SK 79703 53627	479703	353627	53.073938	-0.81178947
WS3 1LZ	WS3 1LZ	SK 00994 01877	400994	301877	52.614666	-1.9867532
M20 8LR	M20 8LR	postcode not found
M20 8LR	M20 8LR	postcode not found
M20 8LR	M20 8LR	postcode not found
M20 8LR	M20 8LR	postcode not found
M20 8LR	M20 8LR	postcode not found
M20 8LR	M20 8LR	postcode not found
M20 8LR	M20 8LR	postcode not found
M20 8LR	M20 8LR	postcode not found
M20 8LR	M20 8LR	postcode not found
M20 8LR	M20 8LR	postcode not found
M20 8LR	M20 8LR	postcode not found
WV10 0QP	WV10 0QP	SJ 93569 00055	393569	300055	52.598247	-2.0963786
SG5 1DJ	SG5 1DJ	TL 18620 29198	518620	229198	51.948638	-0.27549019
HA8 0AP	HA8 0AP	TQ 19858 90842	519858	190842	51.603671	-0.27071402
LS7 4HZ	LS7 4HZ	SE 30897 36306	430897	436306	53.822115	-1.5321399
LS7 3EX	LS7 3EX	SE 30923 35819	430923	435819	53.817736	-1.5317937
L34 2QT	L34 2QT	SJ 48418 93238	348418	393238	53.433387	-2.7778615
S5 6AZ	S5 6AZ	SK 37438 91402	437438	391402	53.418099	-1.4381658
S35 1RN	S35 1RN	SK 34689 95951	434689	395951	53.459173	-1.4790262
LS11 5LQ	LS11 5LQ	SE 29840 30645	429840	430645	53.771297	-1.5487419
PO30 2ER	PO30 2ER	SZ 50724 89917	450724	89917	50.706685	-1.2830238
OL16 2DN	OL16 2DN	SD 90029 13778	390029	413778	53.620446	-2.1522155
S26 4TH	S26 4TH	SK 45213 85880	445213	385880	53.36786	-1.3219787
L34 2QT	L34 2QT	SJ 48418 93238	348418	393238	53.433387	-2.7778615
NR31 6LA	NR31 6LA	TG 52093 02477	652093	302477	52.561672	1.7179799
LS6 3DS	LS6 3DS	SE 27243 35725	427243	435725	53.817096	-1.5876957
LS15 9JH	LS15 9JH	SE 37522 32995	437522	432995	53.791923	-1.4319097
LS17 6PZ	LS17 6PZ	SE 30757 38649	430757	438649	53.843181	-1.5340329
WA2 8WA	WA2 8WA	SJ 59669 92568	359669	392568	53.428349	-2.6084411
SE16 4BL	SE16 4BL	TQ 34124 79319	534124	179319	51.496908	-0.069229834
EX2 5JJ	EX2 5JJ	SX 93629 91697	293629	91697	50.715138	-3.5080603
WA5 0BW	WA5 0BW	SJ 59381 89300	359381	389300	53.398954	-2.6123529
TS24 9AH	TS24 9AH	NZ 49847 34424	449847	534424	54.702381	-1.2280076
SE1 9RT	SE1 9RT	TQ 32730 80143	532730	180143	51.504642	-0.088989696
PL31 2QN	PL31 2QN	SX 05516 67145	205516	67145	50.471789	-4.7421018
CT1 1WL	CT1 1WL	TR 15345 58437	615345	158437	51.284346	1.0866824
WN7 2AH	WN7 2AH	SJ 66614 99898	366614	399898	53.494718	-2.504706
TN9 1RE	TN9 1RE	TQ 59164 46426	559164	146426	51.19489	0.27651167
RG40 1XJ	RG40 1XJ	SU 81360 68592	481360	168592	51.410524	-0.83157542
YO10 3HH	YO10 3HH	SE 61810 50927	461810	450927	53.950759	-1.0596628
DE55 4JJ	DE55 4JJ	SK 42128 54073	442128	354073	53.082224	-1.3725298
B37 5BU	B37 5BU	SP 16829 86989	416829	286989	52.480569	-1.7536334
LU1 2BJ	LU1 2BJ	TL 09078 21124	509078	221124	51.878025	-0.41682032
L35 5DR	L35 5DR	SJ 47861 91845	347861	391845	53.420813	-2.7860133
WA9 1LN	WA9 1LN	SJ 52007 95511	352007	395511	53.454156	-2.7241934
GU27 2BJ	GU27 2BJ	SU 90560 33286	490560	133286	51.091746	-0.708253
BS1 2AA	BS1 2AA	ST 58856 73344	358856	173344	51.457569	-2.59357
SN15 2AJ	SN15 2AJ	ST 91291 72623	391291	172623	51.452521	-2.1267234
CR7 7JH	CR7 7JH	TQ 32038 68185	532038	168185	51.397342	-0.10341297
TS5 5NW	TS5 5NW	NZ 48620 17877	448620	517877	54.55381	-1.2497864
WN1 2NN	WN1 2NN	SD 58395 06954	358395	406954	53.557549	-2.6295261
GL10 2AA	GL10 2AA	SO 80515 05090	380515	205090	51.744168	-2.2836158
DN17 2AA	DN17 2AA	SE 86737 08386	486737	408386	53.564928	-0.69186617
GU22 7RR	GU22 7RR	TQ 00474 58154	500474	158154	51.313638	-0.55978007
WN1 2NN	WN1 2NN	SD 58395 06954	358395	406954	53.557549	-2.6295261
SK7 5BW	SK7 5BW	SJ 90813 86828	390813	386828	53.378223	-2.1395638
BD23 2QR	BD23 2QR	SD 98997 49956	398997	449956	53.945709	-2.0167684
B29 7DA	B29 7DA	SP 05077 82390	405077	282390	52.439458	-1.9267414
PL14 3XD	PL14 3XD	SX 26133 65288	226133	65288	50.461584	-4.4509954
DN40 1JW	DN40 1JW	TA 18807 15072	518807	415072	53.618722	-0.20533629
DN31 3AE	DN31 3AE	TA 28612 10296	528612	410296	53.573506	-0.05916094
NR31 6LA	NR31 6LA	TG 52093 02477	652093	302477	52.561672	1.7179799
B29 6JB	B29 6JB	SP 04302 82021	404302	282021	52.436147	-1.9381468
PR8 2AT	PR8 2AT	SD 32806 16389	332806	416389	53.639682	-3.0177914
LU1 3AG	LU1 3AG	TL 09171 20837	509171	220837	51.875427	-0.41556053
B24 9JN	B24 9JN	SP 11494 92321	411494	292321	52.528641	-1.8320047
M27 6FA	M27 6FA	postcode not found
OL4 1YN	OL4 1YN	SD 93796 04566	393796	404566	53.537705	-2.0950796
LU6 1SF	LU6 1SF	TL 01559 21703	501559	221703	51.884647	-0.52583882
MK42 9GP	MK42 9GP	TL 06334 47419	506334	247419	52.114878	-0.44851885
CM7 2AL	CM7 2AL	TL 74955 23195	574955	223195	51.879871	0.5404054
IG11 8HG	IG11 8HG	TQ 44262 84274	544262	184274	51.538938	0.078742854
IG11 8HG	IG11 8HG	TQ 44262 84274	544262	184274	51.538938	0.078742854
IG11 8HG	IG11 8HG	TQ 44262 84274	544262	184274	51.538938	0.078742854
IG11 8HG	IG11 8HG	TQ 44262 84274	544262	184274	51.538938	0.078742854
IG11 8HG	IG11 8HG	TQ 44262 84274	544262	184274	51.538938	0.078742854
IG11 8HG	IG11 8HG	TQ 44262 84274	544262	184274	51.538938	0.078742854
IG11 8HG	IG11 8HG	TQ 44262 84274	544262	184274	51.538938	0.078742854
DE1 1PG	DE1 1PG	SK 35052 35883	435052	335883	52.919228	-1.4801278
DE4 4JG	DE4 4JG	SK 28813 53460	428813	353460	53.077595	-1.5713545
HR1 2BG	HR1 2BG	SO 51459 40321	351459	240321	52.05913	-2.7094032
WN1 2NN	WN1 2NN	SD 58395 06954	358395	406954	53.557549	-2.6295261
WN4 0XD	WN4 0XD	SD 54902 00181	354902	400181	53.496386	-2.6812733
DH2 3DJ	DH2 3DJ	NZ 25929 50843	425929	550843	54.851721	-1.5976853
CB2 1LR	CB2 1LR	TL 45562 57361	545562	257361	52.195275	0.12825222
PE27 5JD	PE27 5JD	TL 31622 71326	531622	271326	52.324254	-0.070127523
ST17 9AQ	ST17 9AQ	SJ 91562 21938	391562	321938	52.794939	-2.1265782
LS16 6FR	LS16 6FR	SE 26141 38993	426141	438993	53.846524	-1.6041565
CM2 5PF	CM2 5PF	TL 73297 08678	573297	208678	51.749991	0.50908643
B75 6DX	B75 6DX	SP 13187 97736	413187	297736	52.577282	-1.8068361
B35 6EE	B35 6EE	SP 14075 91156	414075	291156	52.518108	-1.794009
B23 6DJ	B23 6DJ	SP 09777 91788	409777	291788	52.523882	-1.8573293
B73 6SP	B73 6SP	SP 08329 96301	408329	296301	52.564477	-1.8785594
B44 0PU	B44 0PU	SP 08378 93811	408378	293811	52.542092	-1.8778985
M34 2GP	M34 2GP	SJ 91171 94927	391171	394927	53.451027	-2.1344121
S21 4BZ	S21 4BZ	SK 43069 79160	443069	379160	53.307639	-1.355109
DH4 5GU	DH4 5GU	NZ 33732 50070	433732	550070	54.844312	-1.4762494
DN15 6EA	DN15 6EA	SE 89233 11360	489233	411360	53.591234	-0.65334242
S42 6PX	S42 6PX	SK 37704 67245	437704	367245	53.20095	-1.4370261
DN16 2SZ	DN16 2SZ	SE 89685 08811	489685	408811	53.568252	-0.64724711
